state_legislative_district,precinct,office,district,candidate,party,votes
37,37-306 McGrath,U.S. House,1,"McDermott, Jim C.",LIB,2
37,37-306 McGrath,U.S. House,1,"Watts, Jon B.",LIB,0
37,37-306 McGrath,U.S. House,1,"Heikes, Gerald L.",REP,0
37,37-306 McGrath,U.S. House,1,"Tingley, Jesse J.",REP,3
37,37-306 McGrath,U.S. House,1,"Wright, Stephen T.",REP,1
37,37-306 McGrath,U.S. House,1,"Young, Don",REP,28
37,37-306 McGrath,State House,37,"Edgmon, Bryce E.",DEM,11
37,37-306 McGrath,State House,37,"Weatherby, William W",REP,23
37,37-308 Nikolai,U.S. Senate,,"Blatchford, Edgar",DEM,8
37,37-308 Nikolai,U.S. Senate,,"Metcalfe, Ray",DEM,6
37,37-308 Nikolai,U.S. Senate,,"Stevens, Cean",LIB,1
37,37-308 Nikolai,U.S. Senate,,"Kendall, Paul",REP,1
37,37-308 Nikolai,U.S. Senate,,"Lamb, Thomas",REP,0
37,37-308 Nikolai,U.S. Senate,,"Lochner, Bob",REP,1
37,37-308 Nikolai,U.S. Senate,,"Murkowski, Lisa",REP,23
37,37-308 Nikolai,U.S. House,1,"Hibler, William D.",DEM,0
37,37-308 Nikolai,U.S. House,1,"Hinz, Lynette",DEM,1
37,37-308 Nikolai,U.S. House,1,"Lindbeck, Steve",DEM,4
37,37-308 Nikolai,U.S. House,1,"McDermott, Jim C.",LIB,5
37,37-308 Nikolai,U.S. House,1,"Watts, Jon B.",LIB,5
37,37-308 Nikolai,U.S. House,1,"Heikes, Gerald L.",REP,2
37,37-308 Nikolai,U.S. House,1,"Tingley, Jesse J.",REP,1
37,37-308 Nikolai,U.S. House,1,"Wright, Stephen T.",REP,4
37,37-308 Nikolai,U.S. House,1,"Young, Don",REP,18
37,37-308 Nikolai,State House,37,"Edgmon, Bryce E.",DEM,14
37,37-308 Nikolai,State House,37,"Weatherby, William W",REP,17
37,37-310 Shageluk,U.S. Senate,,"Blatchford, Edgar",DEM,3
37,37-310 Shageluk,U.S. Senate,,"Metcalfe, Ray",DEM,8
37,37-310 Shageluk,U.S. Senate,,"Stevens, Cean",LIB,0
37,37-310 Shageluk,U.S. Senate,,"Kendall, Paul",REP,0
37,37-310 Shageluk,U.S. Senate,,"Lamb, Thomas",REP,0
37,37-310 Shageluk,U.S. Senate,,"Lochner, Bob",REP,0
37,37-310 Shageluk,U.S. Senate,,"Murkowski, Lisa",REP,7
37,37-310 Shageluk,U.S. House,1,"Hibler, William D.",DEM,2
37,37-310 Shageluk,U.S. House,1,"Hinz, Lynette",DEM,3
37,37-310 Shageluk,U.S. House,1,"Lindbeck, Steve",DEM,3
37,37-310 Shageluk,U.S. House,1,"McDermott, Jim C.",LIB,2
37,37-310 Shageluk,U.S. House,1,"Watts, Jon B.",LIB,1
37,37-310 Shageluk,U.S. House,1,"Heikes, Gerald L.",REP,0
37,37-310 Shageluk,U.S. House,1,"Tingley, Jesse J.",REP,0
37,37-310 Shageluk,U.S. House,1,"Wright, Stephen T.",REP,0
37,37-310 Shageluk,U.S. House,1,"Young, Don",REP,7
37,37-310 Shageluk,State House,37,"Edgmon, Bryce E.",DEM,10
37,37-310 Shageluk,State House,37,"Weatherby, William W",REP,6
37,37-312 Takotna,U.S. Senate,,"Blatchford, Edgar",DEM,0
37,37-312 Takotna,U.S. Senate,,"Metcalfe, Ray",DEM,1
37,37-312 Takotna,U.S. Senate,,"Stevens, Cean",LIB,2
37,37-312 Takotna,U.S. Senate,,"Kendall, Paul",REP,0
37,37-312 Takotna,U.S. Senate,,"Lamb, Thomas",REP,0
37,37-312 Takotna,U.S. Senate,,"Lochner, Bob",REP,0
37,37-312 Takotna,U.S. Senate,,"Murkowski, Lisa",REP,4
37,37-312 Takotna,U.S. House,1,"Hibler, William D.",DEM,0
37,37-312 Takotna,U.S. House,1,"Hinz, Lynette",DEM,1
37,37-312 Takotna,U.S. House,1,"Lindbeck, Steve",DEM,0
37,37-312 Takotna,U.S. House,1,"McDermott, Jim C.",LIB,0
37,37-312 Takotna,U.S. House,1,"Watts, Jon B.",LIB,2
37,37-312 Takotna,U.S. House,1,"Heikes, Gerald L.",REP,1
37,37-312 Takotna,U.S. House,1,"Tingley, Jesse J.",REP,0
37,37-312 Takotna,U.S. House,1,"Wright, Stephen T.",REP,2
37,37-312 Takotna,U.S. House,1,"Young, Don",REP,0
37,37-312 Takotna,State House,37,"Edgmon, Bryce E.",DEM,3
37,37-312 Takotna,State House,37,"Weatherby, William W",REP,3
37,37-700 Akutan,U.S. Senate,,"Blatchford, Edgar",DEM,30
37,37-700 Akutan,U.S. Senate,,"Metcalfe, Ray",DEM,18
37,37-700 Akutan,U.S. Senate,,"Stevens, Cean",LIB,7
37,37-700 Akutan,U.S. Senate,,"Kendall, Paul",REP,4
37,37-700 Akutan,U.S. Senate,,"Lamb, Thomas",REP,1
37,37-700 Akutan,U.S. Senate,,"Lochner, Bob",REP,0
37,37-700 Akutan,U.S. Senate,,"Murkowski, Lisa",REP,40
37,37-700 Akutan,U.S. House,1,"Hibler, William D.",DEM,5
37,37-700 Akutan,U.S. House,1,"Hinz, Lynette",DEM,22
37,37-700 Akutan,U.S. House,1,"Lindbeck, Steve",DEM,21
37,37-700 Akutan,U.S. House,1,"McDermott, Jim C.",LIB,7
37,37-700 Akutan,U.S. House,1,"Watts, Jon B.",LIB,0
37,37-700 Akutan,U.S. House,1,"Heikes, Gerald L.",REP,1
37,37-700 Akutan,U.S. House,1,"Tingley, Jesse J.",REP,6
37,37-700 Akutan,U.S. House,1,"Wright, Stephen T.",REP,10
37,37-700 Akutan,U.S. House,1,"Young, Don",REP,28
37,37-700 Akutan,State House,37,"Edgmon, Bryce E.",DEM,48
37,37-700 Akutan,State House,37,"Weatherby, William W",REP,35
37,37-702 Aleknagik,U.S. Senate,,"Blatchford, Edgar",DEM,2
37,37-702 Aleknagik,U.S. Senate,,"Metcalfe, Ray",DEM,3
37,37-702 Aleknagik,U.S. Senate,,"Stevens, Cean",LIB,1
37,37-702 Aleknagik,U.S. Senate,,"Kendall, Paul",REP,1
37,37-702 Aleknagik,U.S. Senate,,"Lamb, Thomas",REP,1
37,37-702 Aleknagik,U.S. Senate,,"Lochner, Bob",REP,1
37,37-702 Aleknagik,U.S. Senate,,"Murkowski, Lisa",REP,8
37,37-702 Aleknagik,U.S. House,1,"Hibler, William D.",DEM,0
37,37-702 Aleknagik,U.S. House,1,"Hinz, Lynette",DEM,2
37,37-702 Aleknagik,U.S. House,1,"Lindbeck, Steve",DEM,2
37,37-702 Aleknagik,U.S. House,1,"McDermott, Jim C.",LIB,2
37,37-702 Aleknagik,U.S. House,1,"Watts, Jon B.",LIB,0
37,37-702 Aleknagik,U.S. House,1,"Heikes, Gerald L.",REP,0
37,37-702 Aleknagik,U.S. House,1,"Tingley, Jesse J.",REP,1
37,37-702 Aleknagik,U.S. House,1,"Wright, Stephen T.",REP,3
37,37-702 Aleknagik,U.S. House,1,"Young, Don",REP,7
37,37-702 Aleknagik,State House,37,"Edgmon, Bryce E.",DEM,7
37,37-702 Aleknagik,State House,37,"Weatherby, William W",REP,6
37,37-704 Aleutians No. 1,U.S. Senate,,"Blatchford, Edgar",DEM,1
37,37-704 Aleutians No. 1,U.S. Senate,,"Metcalfe, Ray",DEM,3
37,37-704 Aleutians No. 1,U.S. Senate,,"Stevens, Cean",LIB,3
37,37-704 Aleutians No. 1,U.S. Senate,,"Kendall, Paul",REP,0
37,37-704 Aleutians No. 1,U.S. Senate,,"Lamb, Thomas",REP,0
37,37-704 Aleutians No. 1,U.S. Senate,,"Lochner, Bob",REP,0
37,37-704 Aleutians No. 1,U.S. Senate,,"Murkowski, Lisa",REP,10
37,37-704 Aleutians No. 1,U.S. House,1,"Hibler, William D.",DEM,1
37,37-704 Aleutians No. 1,U.S. House,1,"Hinz, Lynette",DEM,4
37,37-704 Aleutians No. 1,U.S. House,1,"Lindbeck, Steve",DEM,0
37,37-704 Aleutians No. 1,U.S. House,1,"McDermott, Jim C.",LIB,1
37,37-704 Aleutians No. 1,U.S. House,1,"Watts, Jon B.",LIB,1
37,37-704 Aleutians No. 1,U.S. House,1,"Heikes, Gerald L.",REP,0
37,37-704 Aleutians No. 1,U.S. House,1,"Tingley, Jesse J.",REP,1
37,37-704 Aleutians No. 1,U.S. House,1,"Wright, Stephen T.",REP,0
37,37-704 Aleutians No. 1,U.S. House,1,"Young, Don",REP,9
37,37-704 Aleutians No. 1,State House,37,"Edgmon, Bryce E.",DEM,6
37,37-704 Aleutians No. 1,State House,37,"Weatherby, William W",REP,7
37,37-706 Aleutians No. 2,U.S. Senate,,"Blatchford, Edgar",DEM,28
37,37-706 Aleutians No. 2,U.S. Senate,,"Metcalfe, Ray",DEM,35
37,37-706 Aleutians No. 2,U.S. Senate,,"Stevens, Cean",LIB,18
37,37-706 Aleutians No. 2,U.S. Senate,,"Kendall, Paul",REP,2
37,37-706 Aleutians No. 2,U.S. Senate,,"Lamb, Thomas",REP,3
37,37-706 Aleutians No. 2,U.S. Senate,,"Lochner, Bob",REP,3
37,37-706 Aleutians No. 2,U.S. Senate,,"Murkowski, Lisa",REP,64
37,37-706 Aleutians No. 2,U.S. House,1,"Hibler, William D.",DEM,8
37,37-706 Aleutians No. 2,U.S. House,1,"Hinz, Lynette",DEM,19
37,37-706 Aleutians No. 2,U.S. House,1,"Lindbeck, Steve",DEM,35
37,37-706 Aleutians No. 2,U.S. House,1,"McDermott, Jim C.",LIB,15
37,37-706 Aleutians No. 2,U.S. House,1,"Watts, Jon B.",LIB,5
37,37-706 Aleutians No. 2,U.S. House,1,"Heikes, Gerald L.",REP,0
37,37-706 Aleutians No. 2,U.S. House,1,"Tingley, Jesse J.",REP,5
37,37-706 Aleutians No. 2,U.S. House,1,"Wright, Stephen T.",REP,8
37,37-706 Aleutians No. 2,U.S. House,1,"Young, Don",REP,58
37,37-706 Aleutians No. 2,State House,37,"Edgmon, Bryce E.",DEM,77
37,37-706 Aleutians No. 2,State House,37,"Weatherby, William W",REP,55
37,37-708 Chignik,U.S. Senate,,"Blatchford, Edgar",DEM,4
37,37-708 Chignik,U.S. Senate,,"Metcalfe, Ray",DEM,5
37,37-708 Chignik,U.S. Senate,,"Stevens, Cean",LIB,0
37,37-708 Chignik,U.S. Senate,,"Kendall, Paul",REP,0
37,37-708 Chignik,U.S. Senate,,"Lamb, Thomas",REP,0
37,37-708 Chignik,U.S. Senate,,"Lochner, Bob",REP,0
37,37-708 Chignik,U.S. Senate,,"Murkowski, Lisa",REP,12
37,37-708 Chignik,U.S. House,1,"Hibler, William D.",DEM,0
37,37-708 Chignik,U.S. House,1,"Hinz, Lynette",DEM,0
37,37-708 Chignik,U.S. House,1,"Lindbeck, Steve",DEM,5
37,37-708 Chignik,U.S. House,1,"McDermott, Jim C.",LIB,3
37,37-708 Chignik,U.S. House,1,"Watts, Jon B.",LIB,1
37,37-708 Chignik,U.S. House,1,"Heikes, Gerald L.",REP,0
37,37-708 Chignik,U.S. House,1,"Tingley, Jesse J.",REP,0
37,37-708 Chignik,U.S. House,1,"Wright, Stephen T.",REP,0
37,37-708 Chignik,U.S. House,1,"Young, Don",REP,12
37,37-708 Chignik,State House,37,"Edgmon, Bryce E.",DEM,7
37,37-708 Chignik,State House,37,"Weatherby, William W",REP,8
37,37-710 Clark's Point,U.S. Senate,,"Blatchford, Edgar",DEM,4
37,37-710 Clark's Point,U.S. Senate,,"Metcalfe, Ray",DEM,1
37,37-710 Clark's Point,U.S. Senate,,"Stevens, Cean",LIB,0
37,37-710 Clark's Point,U.S. Senate,,"Kendall, Paul",REP,0
37,37-710 Clark's Point,U.S. Senate,,"Lamb, Thomas",REP,0
37,37-710 Clark's Point,U.S. Senate,,"Lochner, Bob",REP,0
37,37-710 Clark's Point,U.S. Senate,,"Murkowski, Lisa",REP,4
37,37-710 Clark's Point,U.S. House,1,"Hibler, William D.",DEM,0
37,37-710 Clark's Point,U.S. House,1,"Hinz, Lynette",DEM,0
37,37-710 Clark's Point,U.S. House,1,"Lindbeck, Steve",DEM,3
37,37-710 Clark's Point,U.S. House,1,"McDermott, Jim C.",LIB,2
37,37-710 Clark's Point,U.S. House,1,"Watts, Jon B.",LIB,0
37,37-710 Clark's Point,U.S. House,1,"Heikes, Gerald L.",REP,0
37,37-710 Clark's Point,U.S. House,1,"Tingley, Jesse J.",REP,0
37,37-710 Clark's Point,U.S. House,1,"Wright, Stephen T.",REP,0
37,37-710 Clark's Point,U.S. House,1,"Young, Don",REP,4
37,37-710 Clark's Point,State House,37,"Edgmon, Bryce E.",DEM,5
37,37-710 Clark's Point,State House,37,"Weatherby, William W",REP,3
37,37-712 Cold Bay,U.S. Senate,,"Blatchford, Edgar",DEM,3
37,37-712 Cold Bay,U.S. Senate,,"Metcalfe, Ray",DEM,2
37,37-712 Cold Bay,U.S. Senate,,"Stevens, Cean",LIB,3
37,37-712 Cold Bay,U.S. Senate,,"Kendall, Paul",REP,1
37,37-712 Cold Bay,U.S. Senate,,"Lamb, Thomas",REP,0
37,37-712 Cold Bay,U.S. Senate,,"Lochner, Bob",REP,0
37,37-712 Cold Bay,U.S. Senate,,"Murkowski, Lisa",REP,1
37,37-712 Cold Bay,U.S. House,1,"Hibler, William D.",DEM,2
37,37-712 Cold Bay,U.S. House,1,"Hinz, Lynette",DEM,1
37,37-712 Cold Bay,U.S. House,1,"Lindbeck, Steve",DEM,0
37,37-712 Cold Bay,U.S. House,1,"McDermott, Jim C.",LIB,5
37,37-712 Cold Bay,U.S. House,1,"Watts, Jon B.",LIB,0
37,37-712 Cold Bay,U.S. House,1,"Heikes, Gerald L.",REP,0
37,37-712 Cold Bay,U.S. House,1,"Tingley, Jesse J.",REP,0
37,37-712 Cold Bay,U.S. House,1,"Wright, Stephen T.",REP,1
37,37-712 Cold Bay,U.S. House,1,"Young, Don",REP,1
37,37-712 Cold Bay,State House,37,"Edgmon, Bryce E.",DEM,8
37,37-712 Cold Bay,State House,37,"Weatherby, William W",REP,2
37,37-714 Dillingham,U.S. Senate,,"Blatchford, Edgar",DEM,40
37,37-714 Dillingham,U.S. Senate,,"Metcalfe, Ray",DEM,40
37,37-714 Dillingham,U.S. Senate,,"Stevens, Cean",LIB,12
37,37-714 Dillingham,U.S. Senate,,"Kendall, Paul",REP,3
37,37-714 Dillingham,U.S. Senate,,"Lamb, Thomas",REP,4
37,37-714 Dillingham,U.S. Senate,,"Lochner, Bob",REP,12
37,37-714 Dillingham,U.S. Senate,,"Murkowski, Lisa",REP,53
37,37-714 Dillingham,U.S. House,1,"Hibler, William D.",DEM,10
37,37-714 Dillingham,U.S. House,1,"Hinz, Lynette",DEM,19
37,37-714 Dillingham,U.S. House,1,"Lindbeck, Steve",DEM,44
37,37-714 Dillingham,U.S. House,1,"McDermott, Jim C.",LIB,12
37,37-714 Dillingham,U.S. House,1,"Watts, Jon B.",LIB,6
37,37-714 Dillingham,U.S. House,1,"Heikes, Gerald L.",REP,6
37,37-714 Dillingham,U.S. House,1,"Tingley, Jesse J.",REP,3
37,37-714 Dillingham,U.S. House,1,"Wright, Stephen T.",REP,16
37,37-714 Dillingham,U.S. House,1,"Young, Don",REP,47
37,37-714 Dillingham,State House,37,"Edgmon, Bryce E.",DEM,96
37,37-714 Dillingham,State House,37,"Weatherby, William W",REP,54
37,37-716 Egegik,U.S. Senate,,"Blatchford, Edgar",DEM,1
37,37-716 Egegik,U.S. Senate,,"Metcalfe, Ray",DEM,1
37,37-716 Egegik,U.S. Senate,,"Stevens, Cean",LIB,1
37,37-716 Egegik,U.S. Senate,,"Kendall, Paul",REP,0
37,37-716 Egegik,U.S. Senate,,"Lamb, Thomas",REP,1
37,37-716 Egegik,U.S. Senate,,"Lochner, Bob",REP,0
37,37-716 Egegik,U.S. Senate,,"Murkowski, Lisa",REP,11
37,37-716 Egegik,U.S. House,1,"Hibler, William D.",DEM,1
37,37-716 Egegik,U.S. House,1,"Hinz, Lynette",DEM,0
37,37-716 Egegik,U.S. House,1,"Lindbeck, Steve",DEM,1
37,37-716 Egegik,U.S. House,1,"McDermott, Jim C.",LIB,1
37,37-716 Egegik,U.S. House,1,"Watts, Jon B.",LIB,0
37,37-716 Egegik,U.S. House,1,"Heikes, Gerald L.",REP,0
37,37-716 Egegik,U.S. House,1,"Tingley, Jesse J.",REP,0
37,37-716 Egegik,U.S. House,1,"Wright, Stephen T.",REP,3
37,37-716 Egegik,U.S. House,1,"Young, Don",REP,9
37,37-716 Egegik,State House,37,"Edgmon, Bryce E.",DEM,3
37,37-716 Egegik,State House,37,"Weatherby, William W",REP,12
37,37-718 Ekwok,U.S. Senate,,"Blatchford, Edgar",DEM,6
37,37-718 Ekwok,U.S. Senate,,"Metcalfe, Ray",DEM,2
37,37-718 Ekwok,U.S. Senate,,"Stevens, Cean",LIB,2
37,37-718 Ekwok,U.S. Senate,,"Kendall, Paul",REP,0
37,37-718 Ekwok,U.S. Senate,,"Lamb, Thomas",REP,2
37,37-718 Ekwok,U.S. Senate,,"Lochner, Bob",REP,0
37,37-718 Ekwok,U.S. Senate,,"Murkowski, Lisa",REP,6
37,37-718 Ekwok,U.S. House,1,"Hibler, William D.",DEM,2
37,37-718 Ekwok,U.S. House,1,"Hinz, Lynette",DEM,1
37,37-718 Ekwok,U.S. House,1,"Lindbeck, Steve",DEM,4
37,37-718 Ekwok,U.S. House,1,"McDermott, Jim C.",LIB,1
37,37-718 Ekwok,U.S. House,1,"Watts, Jon B.",LIB,2
37,37-718 Ekwok,U.S. House,1,"Heikes, Gerald L.",REP,1
37,37-718 Ekwok,U.S. House,1,"Tingley, Jesse J.",REP,0
37,37-718 Ekwok,U.S. House,1,"Wright, Stephen T.",REP,0
37,37-718 Ekwok,U.S. House,1,"Young, Don",REP,7
37,37-718 Ekwok,State House,37,"Edgmon, Bryce E.",DEM,10
37,37-718 Ekwok,State House,37,"Weatherby, William W",REP,4
37,37-720 King Cove,U.S. Senate,,"Blatchford, Edgar",DEM,0
37,37-720 King Cove,U.S. Senate,,"Metcalfe, Ray",DEM,3
37,37-720 King Cove,U.S. Senate,,"Stevens, Cean",LIB,3
37,37-720 King Cove,U.S. Senate,,"Kendall, Paul",REP,0
37,37-720 King Cove,U.S. Senate,,"Lamb, Thomas",REP,0
37,37-720 King Cove,U.S. Senate,,"Lochner, Bob",REP,0
37,37-720 King Cove,U.S. Senate,,"Murkowski, Lisa",REP,28
37,37-720 King Cove,U.S. House,1,"Hibler, William D.",DEM,0
37,37-720 King Cove,U.S. House,1,"Hinz, Lynette",DEM,1
37,37-720 King Cove,U.S. House,1,"Lindbeck, Steve",DEM,1
37,37-720 King Cove,U.S. House,1,"McDermott, Jim C.",LIB,3
37,37-720 King Cove,U.S. House,1,"Watts, Jon B.",LIB,1
37,37-720 King Cove,U.S. House,1,"Heikes, Gerald L.",REP,0
37,37-720 King Cove,U.S. House,1,"Tingley, Jesse J.",REP,0
37,37-720 King Cove,U.S. House,1,"Wright, Stephen T.",REP,1
37,37-720 King Cove,U.S. House,1,"Young, Don",REP,26
37,37-720 King Cove,State House,37,"Edgmon, Bryce E.",DEM,4
37,37-720 King Cove,State House,37,"Weatherby, William W",REP,0
37,37-722 King Salmon,U.S. Senate,,"Blatchford, Edgar",DEM,5
37,37-722 King Salmon,U.S. Senate,,"Metcalfe, Ray",DEM,8
37,37-722 King Salmon,U.S. Senate,,"Stevens, Cean",LIB,3
37,37-722 King Salmon,U.S. Senate,,"Kendall, Paul",REP,0
37,37-722 King Salmon,U.S. Senate,,"Lamb, Thomas",REP,2
37,37-722 King Salmon,U.S. Senate,,"Lochner, Bob",REP,6
37,37-722 King Salmon,U.S. Senate,,"Murkowski, Lisa",REP,34
37,37-722 King Salmon,U.S. House,1,"Hibler, William D.",DEM,1
37,37-722 King Salmon,U.S. House,1,"Hinz, Lynette",DEM,2
37,37-722 King Salmon,U.S. House,1,"Lindbeck, Steve",DEM,8
37,37-722 King Salmon,U.S. House,1,"McDermott, Jim C.",LIB,4
37,37-722 King Salmon,U.S. House,1,"Watts, Jon B.",LIB,1
37,37-722 King Salmon,U.S. House,1,"Heikes, Gerald L.",REP,3
37,37-722 King Salmon,U.S. House,1,"Tingley, Jesse J.",REP,0
37,37-722 King Salmon,U.S. House,1,"Wright, Stephen T.",REP,7
37,37-722 King Salmon,U.S. House,1,"Young, Don",REP,32
37,37-722 King Salmon,State House,37,"Edgmon, Bryce E.",DEM,14
37,37-722 King Salmon,State House,37,"Weatherby, William W",REP,27
37,37-724 Koliganek,U.S. Senate,,"Blatchford, Edgar",DEM,6
37,37-724 Koliganek,U.S. Senate,,"Metcalfe, Ray",DEM,6
37,37-724 Koliganek,U.S. Senate,,"Stevens, Cean",LIB,0
37,37-724 Koliganek,U.S. Senate,,"Kendall, Paul",REP,0
37,37-724 Koliganek,U.S. Senate,,"Lamb, Thomas",REP,1
37,37-724 Koliganek,U.S. Senate,,"Lochner, Bob",REP,0
37,37-724 Koliganek,U.S. Senate,,"Murkowski, Lisa",REP,14
37,37-724 Koliganek,U.S. House,1,"Hibler, William D.",DEM,2
37,37-724 Koliganek,U.S. House,1,"Hinz, Lynette",DEM,2
37,37-724 Koliganek,U.S. House,1,"Lindbeck, Steve",DEM,5
37,37-724 Koliganek,U.S. House,1,"McDermott, Jim C.",LIB,3
37,37-724 Koliganek,U.S. House,1,"Watts, Jon B.",LIB,0
37,37-724 Koliganek,U.S. House,1,"Heikes, Gerald L.",REP,0
37,37-724 Koliganek,U.S. House,1,"Tingley, Jesse J.",REP,1
37,37-724 Koliganek,U.S. House,1,"Wright, Stephen T.",REP,0
37,37-724 Koliganek,U.S. House,1,"Young, Don",REP,14
37,37-724 Koliganek,State House,37,"Edgmon, Bryce E.",DEM,12
37,37-724 Koliganek,State House,37,"Weatherby, William W",REP,12
37,37-726 Lake Iliamna No. 1,U.S. Senate,,"Blatchford, Edgar",DEM,9
37,37-726 Lake Iliamna No. 1,U.S. Senate,,"Metcalfe, Ray",DEM,8
37,37-726 Lake Iliamna No. 1,U.S. Senate,,"Stevens, Cean",LIB,2
37,37-726 Lake Iliamna No. 1,U.S. Senate,,"Kendall, Paul",REP,0
37,37-726 Lake Iliamna No. 1,U.S. Senate,,"Lamb, Thomas",REP,0
37,37-726 Lake Iliamna No. 1,U.S. Senate,,"Lochner, Bob",REP,1
37,37-726 Lake Iliamna No. 1,U.S. Senate,,"Murkowski, Lisa",REP,12
37,37-726 Lake Iliamna No. 1,U.S. House,1,"Hibler, William D.",DEM,2
37,37-726 Lake Iliamna No. 1,U.S. House,1,"Hinz, Lynette",DEM,11
37,37-726 Lake Iliamna No. 1,U.S. House,1,"Lindbeck, Steve",DEM,1
37,37-726 Lake Iliamna No. 1,U.S. House,1,"McDermott, Jim C.",LIB,4
37,37-726 Lake Iliamna No. 1,U.S. House,1,"Watts, Jon B.",LIB,1
37,37-726 Lake Iliamna No. 1,U.S. House,1,"Heikes, Gerald L.",REP,0
37,37-726 Lake Iliamna No. 1,U.S. House,1,"Tingley, Jesse J.",REP,0
37,37-726 Lake Iliamna No. 1,U.S. House,1,"Wright, Stephen T.",REP,4
37,37-726 Lake Iliamna No. 1,U.S. House,1,"Young, Don",REP,9
37,37-726 Lake Iliamna No. 1,State House,37,"Edgmon, Bryce E.",DEM,19
37,37-726 Lake Iliamna No. 1,State House,37,"Weatherby, William W",REP,12
37,37-728 Lake Iliamna No. 2,U.S. Senate,,"Blatchford, Edgar",DEM,4
37,37-728 Lake Iliamna No. 2,U.S. Senate,,"Metcalfe, Ray",DEM,2
37,37-728 Lake Iliamna No. 2,U.S. Senate,,"Stevens, Cean",LIB,2
37,37-728 Lake Iliamna No. 2,U.S. Senate,,"Kendall, Paul",REP,2
37,37-728 Lake Iliamna No. 2,U.S. Senate,,"Lamb, Thomas",REP,0
37,37-728 Lake Iliamna No. 2,U.S. Senate,,"Lochner, Bob",REP,0
37,37-728 Lake Iliamna No. 2,U.S. Senate,,"Murkowski, Lisa",REP,22
37,37-728 Lake Iliamna No. 2,U.S. House,1,"Hibler, William D.",DEM,0
37,37-728 Lake Iliamna No. 2,U.S. House,1,"Hinz, Lynette",DEM,1
37,37-728 Lake Iliamna No. 2,U.S. House,1,"Lindbeck, Steve",DEM,2
37,37-728 Lake Iliamna No. 2,U.S. House,1,"McDermott, Jim C.",LIB,2
37,37-728 Lake Iliamna No. 2,U.S. House,1,"Watts, Jon B.",LIB,2
37,37-728 Lake Iliamna No. 2,U.S. House,1,"Heikes, Gerald L.",REP,0
37,37-728 Lake Iliamna No. 2,U.S. House,1,"Tingley, Jesse J.",REP,1
37,37-728 Lake Iliamna No. 2,U.S. House,1,"Wright, Stephen T.",REP,1
37,37-728 Lake Iliamna No. 2,U.S. House,1,"Young, Don",REP,22
37,37-728 Lake Iliamna No. 2,State House,37,"Edgmon, Bryce E.",DEM,6
37,37-728 Lake Iliamna No. 2,State House,37,"Weatherby, William W",REP,19
37,37-730 Levelock,U.S. Senate,,"Blatchford, Edgar",DEM,3
37,37-730 Levelock,U.S. Senate,,"Metcalfe, Ray",DEM,2
37,37-730 Levelock,U.S. Senate,,"Stevens, Cean",LIB,1
37,37-730 Levelock,U.S. Senate,,"Kendall, Paul",REP,1
37,37-730 Levelock,U.S. Senate,,"Lamb, Thomas",REP,0
37,37-730 Levelock,U.S. Senate,,"Lochner, Bob",REP,0
37,37-730 Levelock,U.S. Senate,,"Murkowski, Lisa",REP,7
37,37-730 Levelock,U.S. House,1,"Hibler, William D.",DEM,1
37,37-730 Levelock,U.S. House,1,"Hinz, Lynette",DEM,1
37,37-730 Levelock,U.S. House,1,"Lindbeck, Steve",DEM,2
37,37-730 Levelock,U.S. House,1,"McDermott, Jim C.",LIB,2
37,37-730 Levelock,U.S. House,1,"Watts, Jon B.",LIB,0
37,37-730 Levelock,U.S. House,1,"Heikes, Gerald L.",REP,0
37,37-730 Levelock,U.S. House,1,"Tingley, Jesse J.",REP,0
37,37-730 Levelock,U.S. House,1,"Wright, Stephen T.",REP,1
37,37-730 Levelock,U.S. House,1,"Young, Don",REP,7
37,37-730 Levelock,State House,37,"Edgmon, Bryce E.",DEM,5
37,37-730 Levelock,State House,37,"Weatherby, William W",REP,7
37,37-732 Manokotak,U.S. Senate,,"Blatchford, Edgar",DEM,15
37,37-732 Manokotak,U.S. Senate,,"Metcalfe, Ray",DEM,5
37,37-732 Manokotak,U.S. Senate,,"Stevens, Cean",LIB,2
37,37-732 Manokotak,U.S. Senate,,"Kendall, Paul",REP,0
37,37-732 Manokotak,U.S. Senate,,"Lamb, Thomas",REP,0
37,37-732 Manokotak,U.S. Senate,,"Lochner, Bob",REP,0
37,37-732 Manokotak,U.S. Senate,,"Murkowski, Lisa",REP,25
37,37-732 Manokotak,U.S. House,1,"Hibler, William D.",DEM,2
37,37-732 Manokotak,U.S. House,1,"Hinz, Lynette",DEM,3
37,37-732 Manokotak,U.S. House,1,"Lindbeck, Steve",DEM,12
37,37-732 Manokotak,U.S. House,1,"McDermott, Jim C.",LIB,2
37,37-732 Manokotak,U.S. House,1,"Watts, Jon B.",LIB,2
37,37-732 Manokotak,U.S. House,1,"Heikes, Gerald L.",REP,0
37,37-732 Manokotak,U.S. House,1,"Tingley, Jesse J.",REP,0
37,37-732 Manokotak,U.S. House,1,"Wright, Stephen T.",REP,2
37,37-732 Manokotak,U.S. House,1,"Young, Don",REP,23
37,37-732 Manokotak,State House,37,"Edgmon, Bryce E.",DEM,23
37,37-732 Manokotak,State House,37,"Weatherby, William W",REP,22
37,37-734 Naknek,U.S. Senate,,"Blatchford, Edgar",DEM,9
37,37-734 Naknek,U.S. Senate,,"Metcalfe, Ray",DEM,11
37,37-734 Naknek,U.S. Senate,,"Stevens, Cean",LIB,4
